餐厅名称,餐厅ID,市场,城市,订单TC,人工干预TC,去除大单TC,人工干预TC占比,准点率,30分钟内送达TC,30分钟送达TC占比,投诉TC,投诉TC占比,平均离店时间,等待骑手时间,等待餐点时间,订单平均完成时间,趟次,并单率,延时时间,宅急送营业时间,延时占营业时间,停单时间,停单占营业时间,骑手实际工作时间,CPH,到店违规占比,妥投违规占比,离店违规占比,到店违规TC,妥投违规TC,离店违规TC,准时TC,计费TC,
PSH437萧山宝龙店PH,	792,杭州市场,杭州市,619,83,613,13.41%,93.76%,241,39.57%,7,1.13%,20.7,9.0,11.7,33.1,379,1.63,136.5,4830,2.83%,2.0,0.04%,378.6,1.63,0.0000,0.0394,0.0197,0,24,12,571,620,
PSH478义乌万达店PH,	1632,杭州市场,金华市,222,39,221,17.57%,96.82%,150,68.18%,2,0.9%,19.2,7.3,11.8,27.5,173,1.28,4.0,5040,0.08%,0.0,0%,220.7,1.01,0.0000,0.0091,0.0000,0,2,0,213,222,
PSH815淳安十字街,	2029,杭州市场,杭州市,302,36,302,11.92%,96.36%,177,58.61%,1,0.33%,19.8,8.5,11.3,28.9,242,1.25,5.9,4830,0.12%,0.0,0%,362.4,0.83,0.0099,0.0298,0.0331,3,9,10,291,302,
GZ1513中大科技园PH,	391,广州市场,广州市,340,45,338,13.24%,91.42%,145,42.9%,3,0.88%,19.9,8.1,11.8,32.1,238,1.43,58.9,5040,1.17%,34.3,0.68%,231.0,1.47,0.0355,0.0296,0.0089,12,10,3,309,340,
GZ1526骏盈PH,	1292,广州市场,广州市,364,24,362,6.59%,90.61%,123,33.98%,4,1.1%,22.7,10.8,11.9,33.7,275,1.32,175.5,5040,3.48%,0.0,0%,243.5,1.49,0.0138,0.0939,0.0746,5,34,27,328,366,
PBJ261亦庄力宝店PH,	1004,北京市场,北京市,363,39,361,10.74%,96.94%,172,47.91%,1,0.28%,18.6,7.8,10.8,31.1,254,1.43,150.0,5040,2.98%,0.0,0%,242.1,1.50,0.0000,0.0111,0.0000,0,4,0,348,364,
PBJ270怀柔国泰店PH,	1967,北京市场,北京市,275,8,274,2.91%,98.91%,166,60.58%,1,0.36%,16.0,8.3,7.8,28.5,187,1.47,71.3,4620,1.54%,0.0,0%,195.2,1.41,0.0000,0.0730,0.0328,0,20,9,271,275,
PS1702杭州莲花广场,	2262,杭州市场,杭州市,620,24,617,3.87%,97.08%,459,74.39%,2,0.32%,15.4,5.2,10.2,26.0,383,1.62,4.0,5040,0.08%,0.0,0%,341.7,1.81,0.0016,0.0113,0.0097,1,7,6,599,620,
JSH002江燕路,	1405,广州市场,广州市,210,49,209,23.33%,81.34%,70,33.49%,9,4.29%,22.9,13.1,9.7,36.4,162,1.30,73.0,5040,1.45%,6.1,0.12%,177.3,1.18,0.0048,0.0526,0.0335,1,11,7,170,208,
GZH549金光华PH,	416,深圳市场,深圳市,296,4,289,1.35%,98.62%,194,67.13%,1,0.34%,16.4,5.9,10.6,27.0,208,1.42,36.9,3600,1.03%,7.8,0.22%,169.0,1.75,0.0138,0.0242,0.0035,4,7,1,285,296,
GZ2522萝岗万达PH,	1608,广州市场,广州市,395,17,382,4.3%,97.6%,236,62.93%,0,0%,16.9,7.6,9.3,28.0,279,1.42,104.1,5040,2.07%,14.0,0.28%,245.4,1.61,0.0240,0.0373,0.0240,9,14,9,366,395,
PSH523温岭银泰店PH,	1793,杭州市场,台州市,278,20,276,7.19%,89.82%,120,43.64%,2,0.72%,20.8,10.8,9.9,33.4,210,1.32,285.7,4830,5.92%,8.1,0.17%,200.4,1.39,0.0000,0.0182,0.0036,0,5,1,247,278,
PBJ772广莲路店PHHS,	2170,北京市场,北京市,1863,33,1850,1.77%,93.04%,1104,60.03%,7,0.38%,10.3,3.4,6.9,28.3,919,2.03,93.5,5040,1.86%,0.0,0%,808.8,2.30,0.0087,0.0239,0.0082,16,44,15,1711,1865,
GZ1809沙井中心店PH,	242,深圳市场,深圳市,281,37,279,13.17%,93.91%,130,46.59%,1,0.36%,22.7,11.4,11.5,32.8,200,1.41,324.1,4830,6.71%,1.9,0.04%,170.9,1.64,0.0000,0.0573,0.0215,0,16,6,262,279,
PBJ175西苑,	781,北京市场,北京市,470,27,462,5.74%,97.4%,340,73.75%,2,0.43%,16.7,6.3,10.4,25.6,301,1.56,59.2,5040,1.17%,0.0,0%,234.9,2.00,0.0108,0.0304,0.0043,5,14,2,449,470,
GZ1589乐从店PH,	1979,广州市场,佛山市,246,29,246,11.79%,75.61%,83,33.74%,4,1.63%,22.4,11.9,10.5,36.1,172,1.43,289.1,5040,5.74%,28.0,0.56%,173.4,1.42,0.0366,0.0366,0.0285,9,9,7,186,247,
GZ1588惠东华侨城店PH,	577,广州市场,惠州市,138,6,138,4.35%,100%,105,76.09%,0,0%,14.5,6.8,7.8,25.1,116,1.19,131.4,4830,2.72%,0.0,0%,137.6,1.00,0.0000,0.0000,0.0000,0,0,0,138,139,
PSH181金华江南,	852,杭州市场,金华市,156,7,155,4.49%,91.61%,95,61.29%,0,0%,20.4,8.9,11.5,30.2,130,1.20,132.2,4830,2.74%,0.0,0%,144.3,1.08,0.0000,0.0065,0.0258,0,1,4,142,157,
PSH565萧山旺角城店PH,	1119,杭州市场,杭州市,189,36,187,19.05%,100%,70,39.11%,0,0%,23.5,10.6,12.8,33.7,150,1.26,26.0,4830,0.54%,0.0,0%,186.3,1.01,0.0000,0.0838,0.0000,0,15,0,179,189,
PBJ296槐房万达店PH,	1245,北京市场,北京市,609,10,608,1.64%,97.02%,331,54.71%,3,0.49%,16.9,4.4,12.5,29.2,340,1.79,104.4,5040,2.07%,0.0,0%,312.2,1.95,0.0000,0.0182,0.0000,0,11,0,587,609,
GZ1806利和店PH,	1670,广州市场,中山市,324,26,322,8.02%,98.76%,179,55.59%,3,0.93%,15.1,5.3,9.8,29.0,239,1.36,95.5,5040,1.9%,0.0,0%,213.7,1.52,0.0062,0.0311,0.0031,2,10,1,318,327,
GZ1842壹海城店PH,	401,深圳市场,深圳市,194,16,191,8.25%,94.76%,90,47.12%,2,1.03%,21.7,9.3,12.4,31.1,131,1.48,230.9,5040,4.58%,44.4,0.88%,122.9,1.58,0.0628,0.1361,0.0105,12,26,2,181,194,
PSH366富阳东方茂,	940,杭州市场,杭州市,172,6,171,3.49%,91.81%,98,57.31%,0,0%,19.2,17.3,1.8,29.6,136,1.26,97.7,5040,1.94%,0.0,0%,142.9,1.20,0.0000,0.0117,0.0058,0,2,1,157,172,
KBD001城北万达,	725,杭州市场,杭州市,641,251,631,39.16%,86.19%,196,31.11%,5,0.78%,21.6,12.0,9.6,35.8,340,1.89,794.7,4830,16.45%,3.9,0.08%,247.5,2.59,0.0302,0.0159,0.0175,19,10,11,543,640,
GZ1569桂林联达PH,	1484,深圳市场,桂林市,129,12,129,9.3%,93.8%,65,50.39%,1,0.78%,18.1,6.6,11.6,30.8,112,1.15,90.1,4830,1.87%,25.4,0.52%,179.8,0.72,0.0000,0.0233,0.0000,0,3,0,121,129,
GZH727后海PHHS,	2235,深圳市场,深圳市,759,203,739,26.75%,92.14%,346,46.88%,4,0.53%,19.3,9.3,10.0,32.8,458,1.66,804.8,5040,15.97%,279.8,5.55%,367.7,2.06,0.0637,0.0325,0.0556,47,24,41,680,759,
PSH408宁波银泰店PH,	1735,杭州市场,宁波市,387,37,380,9.56%,94.72%,212,55.94%,2,0.52%,19.7,9.0,10.7,29.5,262,1.48,183.2,4830,3.79%,0.0,0%,212.3,1.82,0.0237,0.0844,0.0132,9,32,5,359,379,
GZH593江门益华PH,	1817,广州市场,江门市,262,19,258,7.25%,82.03%,107,41.8%,4,1.53%,18.2,9.8,8.6,34.5,195,1.34,227.9,5040,4.52%,24.1,0.48%,201.1,1.30,0.0000,0.0859,0.0156,0,22,4,210,256,
GZ1804西荟城店PH,	241,深圳市场,深圳市,225,48,223,21.33%,96.41%,112,50.22%,1,0.44%,19.7,10.9,9.0,30.5,169,1.33,231.3,4830,4.79%,0.5,0.01%,118.8,1.89,0.0404,0.0852,0.0448,9,19,10,215,225,
GGH001贵港万达餐厅,	2076,深圳市场,贵港市,152,5,151,3.29%,95.36%,85,56.29%,1,0.66%,18.1,7.2,11.0,28.7,129,1.18,91.1,5250,1.74%,0.0,0%,149.8,1.01,0.0000,0.0132,0.0000,0,2,0,144,152,
PBJ736百子湾,	2338,北京市场,北京市,1008,5,992,0.5%,96.06%,649,65.49%,5,0.5%,11.1,2.0,9.1,26.9,521,1.93,8.0,5040,0.16%,0.0,0%,569.5,1.77,0.0353,0.0081,0.0030,35,8,3,952,1008,
ZJS004PH中山大信,	2686,广州市场,中山市,151,43,149,28.48%,99.32%,85,57.43%,0,0%,18.5,8.7,9.8,31.4,117,1.29,131.2,5033,2.61%,12.3,0.25%,117.0,1.29,0.0203,0.0473,0.0270,3,7,4,147,150,
GZ2514高州PH,	562,广州市场,茂名市,143,0,143,0%,100%,114,79.72%,0,0%,14.7,3.8,11.0,24.3,126,1.13,0.0,5040,0%,4.0,0.08%,234.6,0.61,0.0000,0.0000,0.0000,0,0,0,143,143,
GZ2550云浮环市路PH,	803,广州市场,云浮市,98,0,98,0%,100%,61,62.24%,0,0%,14.9,3.0,11.9,27.2,81,1.21,5.9,4620,0.13%,0.0,0%,153.7,0.64,0.0000,0.0408,0.0000,0,4,0,98,98,
PBJ284玉泉远洋店PH,	1724,北京市场,北京市,348,16,347,4.6%,82.42%,126,36.31%,9,2.59%,24.2,13.3,10.9,36.7,223,1.56,392.2,4620,8.49%,22.9,0.5%,210.4,1.65,0.0231,0.0231,0.0173,8,8,6,286,350,
PSH282奉化银泰,	1577,杭州市场,宁波市,294,22,294,7.48%,96.26%,165,56.12%,0,0%,19.8,7.8,12.1,29.2,217,1.35,139.4,5040,2.77%,0.0,0%,197.2,1.49,0.0068,0.0884,0.0068,2,26,2,283,296,
PSH594宁波港隆时代店PH,	1917,杭州市场,宁波市,538,86,530,15.99%,90.75%,246,46.42%,5,0.93%,19.2,10.1,9.1,32.5,316,1.70,158.9,5040,3.15%,0.0,0%,323.6,1.66,0.0208,0.0736,0.0283,11,39,15,481,539,
GZ1821番禺万达店PH,	610,广州市场,广州市,123,16,121,13.01%,98.35%,48,39.67%,0,0%,18.2,11.6,6.6,32.4,104,1.18,124.2,5040,2.46%,250.1,4.96%,136.7,0.90,0.0165,0.0496,0.0000,2,6,0,119,127,
GZH826布吉万科红PH,	428,深圳市场,深圳市,62,15,62,24.19%,95.16%,29,46.77%,0,0%,19.4,7.6,11.8,30.7,55,1.13,0.0,2880,0%,42.2,1.47%,183.9,0.34,0.0000,0.0484,0.0323,0,3,2,59,61,
PBJ756万柳东路店PHHS,	2698,北京市场,北京市,748,8,745,1.07%,97.44%,588,79.35%,2,0.27%,11.6,2.5,9.2,23.3,466,1.61,70.8,5040,1.41%,0.0,0%,389.0,1.92,0.0013,0.0162,0.0094,1,12,7,722,748,
PBJ318富力又一城PH,	1246,北京市场,北京市,751,18,746,2.4%,98.79%,426,57.1%,6,0.8%,15.3,5.5,9.8,29.0,432,1.74,39.2,4620,0.85%,0.0,0%,422.6,1.78,0.0000,0.0724,0.0107,0,54,8,737,753,
PBJ295东大桥店PH,	929,北京市场,北京市,499,63,481,12.63%,94.38%,240,50%,0,0%,19.6,8.8,10.8,30.1,338,1.48,107.0,5040,2.12%,0.0,0%,261.3,1.91,0.0042,0.0167,0.0292,2,8,14,453,500,
PBJ781立水桥店PHHS,	2180,北京市场,北京市,729,100,727,13.72%,95.19%,453,62.31%,4,0.55%,15.9,10.2,5.6,28.1,524,1.39,9.8,5040,0.2%,0.0,0%,484.1,1.51,0.0261,0.0206,0.0083,19,15,6,692,729,
PSH388衢州南湖店PH,	941,杭州市场,衢州市,182,14,181,7.69%,95.03%,104,57.46%,0,0%,20.7,9.3,11.4,29.8,141,1.29,80.1,4830,1.66%,2.0,0.04%,194.7,0.93,0.0000,0.0773,0.0055,0,14,1,172,180,
PS1768杭州下沙高沙店PHHS,	2477,杭州市场,杭州市,814,101,809,12.41%,95.64%,445,55.42%,3,0.37%,17.8,8.7,9.1,30.3,509,1.60,202.4,4200,4.82%,9.0,0.21%,391.9,2.08,0.0037,0.0274,0.0050,3,22,4,768,819,
PBJ210青塔,	986,北京市场,北京市,191,10,190,5.24%,84.21%,50,26.32%,6,3.14%,21.5,12.4,9.1,36.8,143,1.34,202.6,5040,4.02%,15.1,0.3%,179.6,1.06,0.0368,0.0842,0.0105,7,16,2,160,193,
PSH874平湖吾悦,	1048,杭州市场,嘉兴市,139,1,138,0.72%,90.58%,76,55.07%,0,0%,21.2,8.9,12.3,30.0,110,1.26,88.1,4830,1.82%,9.0,0.19%,135.5,1.03,0.0000,0.0217,0.0145,0,3,2,125,139,
PSH074杭州黄龙好又多,	1323,杭州市场,杭州市,339,22,337,6.49%,91.69%,199,59.05%,3,0.88%,20.3,8.3,12.0,30.1,217,1.56,234.7,3990,5.88%,0.0,0%,252.6,1.34,0.0178,0.0089,0.0030,6,3,1,309,339,
GZ2504清晖路PH,	802,广州市场,佛山市,407,33,405,8.11%,89.88%,160,39.51%,5,1.23%,19.1,10.2,8.9,33.5,272,1.50,218.9,4620,4.74%,62.4,1.35%,270.7,1.50,0.0049,0.0395,0.0296,2,16,12,364,409,
PBJ719慧忠路,	2146,北京市场,北京市,794,11,779,1.39%,96.66%,554,71.21%,1,0.13%,12.9,4.3,8.5,25.6,453,1.75,50.8,5040,1.01%,0.0,0%,349.7,2.27,0.0051,0.0244,0.0000,4,19,0,752,793,
GZ2579虎门万达广场-PH,	412,广州市场,东莞市,295,27,293,9.15%,99.32%,172,58.9%,1,0.34%,19.0,8.6,10.5,28.6,202,1.46,236.2,4830,4.89%,59.1,1.22%,155.4,1.90,0.0377,0.0685,0.0103,11,20,3,290,288,
PBJ726杨庄,	2169,北京市场,北京市,1383,26,1373,1.88%,91.35%,799,58.58%,7,0.51%,14.5,5.4,9.2,29.1,733,1.89,144.9,5040,2.87%,59.8,1.19%,668.6,2.07,0.0022,0.0169,0.0073,3,23,10,1246,1381,
GHD002花都融创餐厅,	2466,广州市场,广州市,95,14,95,14.74%,93.62%,26,27.66%,0,0%,22.0,9.7,12.3,34.0,78,1.22,72.8,5033,1.45%,48.0,0.95%,173.3,0.55,0.0106,0.0426,0.0000,1,4,0,88,95,
GZH729前海PHHS,	2223,深圳市场,深圳市,735,98,729,13.33%,98.08%,431,59.12%,3,0.41%,16.9,7.3,9.6,27.8,480,1.53,25.1,5040,0.5%,0.0,0%,357.2,2.06,0.1015,0.0617,0.0041,74,45,3,715,734,
PSH395嘉善恒利店PH,	1175,杭州市场,嘉兴市,374,22,373,5.88%,83.51%,161,43.51%,5,1.34%,21.3,7.5,13.8,32.6,258,1.45,66.8,5040,1.33%,31.8,0.63%,285.9,1.31,0.0027,0.0514,0.0243,1,19,9,309,376,
GZH559十甫PH,	1956,广州市场,广州市,156,3,153,1.92%,95.42%,67,43.79%,0,0%,18.5,15.8,2.7,30.8,128,1.22,13.2,5040,0.26%,10.9,0.22%,215.3,0.72,0.0196,0.0261,0.0458,3,4,7,146,156,
PS1782杭州江虹路店PHHS,	2384,杭州市场,杭州市,677,110,670,16.25%,98.21%,286,42.69%,2,0.3%,18.7,10.0,8.6,31.9,433,1.56,179.0,5040,3.55%,0.0,0%,427.8,1.58,0.0254,0.0731,0.0060,17,49,4,658,679,
PSH842温州鹿城,	2042,杭州市场,温州市,516,34,516,6.59%,98.26%,309,59.88%,2,0.39%,17.2,8.3,8.9,28.5,350,1.47,46.0,5040,0.91%,0.0,0%,309.2,1.67,0.0000,0.0097,0.0039,0,5,2,507,517,
GZ2519盈信广场PH,	1509,广州市场,佛山市,23,0,23,0%,82.61%,3,13.04%,0,0%,21.4,18.7,2.7,35.2,20,1.15,25.0,690,3.62%,0.0,0%,21.7,1.06,0.0000,0.0000,0.0000,0,0,0,19,24,
PSH525乐清南虹广场店PH,	907,杭州市场,温州市,794,20,787,2.52%,93.13%,365,46.44%,4,0.5%,20.2,9.1,11.1,32.1,465,1.71,240.0,4830,4.97%,25.0,0.52%,405.8,1.96,0.0038,0.0127,0.0102,3,10,8,732,798,
PSH577绍兴袍江大润发店PH,	1769,杭州市场,绍兴市,262,20,258,7.63%,98.06%,178,68.99%,2,0.76%,18.2,6.9,11.4,27.6,187,1.40,40.1,5040,0.8%,0.0,0%,193.8,1.35,0.0039,0.0349,0.0078,1,9,2,253,262,
PBJ241石佛营,	1003,北京市场,北京市,512,25,507,4.88%,95.66%,316,62.33%,1,0.2%,15.4,7.4,8.0,28.6,344,1.49,106.6,4620,2.31%,0.0,0%,339.4,1.51,0.0059,0.0118,0.0000,3,6,0,485,514,
GZ1507奥园PH,	1291,广州市场,广州市,341,31,338,9.09%,96.75%,170,50.3%,1,0.29%,18.6,10.0,8.7,30.4,240,1.42,141.3,5040,2.8%,16.5,0.33%,192.1,1.78,0.0266,0.0533,0.0148,9,18,5,327,341,
PBJ745马官营,	2212,北京市场,北京市,862,17,851,1.97%,97.52%,586,69.19%,2,0.23%,7.4,1.7,5.7,26.8,612,1.41,12.9,5040,0.26%,0.0,0%,813.4,1.06,0.0000,0.0071,0.0024,0,6,2,826,862,
GZ2556恒富PH,	1588,深圳市场,防城港市,76,2,76,2.63%,98.68%,42,55.26%,0,0%,21.4,8.5,12.9,29.7,65,1.17,80.8,4140,1.95%,0.0,0%,70.4,1.08,0.0000,0.0263,0.0000,0,2,0,75,76,
PSH817丽水万地,	1702,杭州市场,丽水市,343,38,340,11.08%,81.76%,141,41.47%,6,1.75%,23.8,12.3,11.5,33.9,236,1.45,251.7,4830,5.21%,56.2,1.16%,209.5,1.64,0.0000,0.0206,0.0588,0,7,20,278,344,
PBJ767玉海园店PHHS,	2707,北京市场,北京市,1524,22,1512,1.44%,92.71%,899,59.62%,5,0.33%,14.2,4.6,9.6,28.7,808,1.89,66.5,5040,1.32%,0.0,0%,687.6,2.22,0.0033,0.0099,0.0040,5,15,6,1398,1521,
GZH550桂林中山PH,	417,深圳市场,桂林市,177,8,175,4.52%,98.86%,132,75.43%,2,1.13%,17.5,7.1,10.4,25.7,133,1.33,67.1,5040,1.33%,0.0,0%,134.9,1.31,0.0000,0.0057,0.0114,0,1,2,173,178,
GZ2828大唐天城PH,	2715,深圳市场,南宁市,151,7,151,4.64%,90.07%,56,37.09%,2,1.32%,22.9,9.3,13.7,33.5,117,1.29,93.6,5033,1.86%,0.0,0%,138.4,1.09,0.1523,0.2450,0.0662,23,37,10,136,149,
SBR005海甸餐厅,	2658,深圳市场,海口市,76,11,75,14.47%,96%,26,34.67%,1,1.32%,21.2,8.6,12.7,32.6,60,1.27,135.3,6293,2.15%,10.7,0.17%,80.8,0.94,0.4667,0.3333,0.4933,35,25,37,72,76,
PSH432富阳玉长城店PH,	904,杭州市场,杭州市,208,12,208,5.77%,89.9%,113,54.33%,2,0.96%,19.5,11.0,8.5,31.6,153,1.36,210.0,4620,4.55%,31.0,0.67%,183.1,1.14,0.0000,0.0337,0.0288,0,7,6,187,208,
PSH194湖州红旗路,	308,杭州市场,湖州市,265,22,263,8.3%,95.44%,139,52.85%,2,0.75%,19.6,7.2,12.4,30.1,196,1.35,16.2,5040,0.32%,4.0,0.08%,232.5,1.14,0.0000,0.0342,0.0076,0,9,2,251,265,
PBJ029五道口,	1688,北京市场,北京市,833,90,825,10.8%,82.38%,280,34.02%,25,3%,25.0,13.6,11.4,37.5,457,1.82,706.6,5040,14.02%,63.5,1.26%,294.1,2.83,0.0486,0.0753,0.0413,40,62,34,678,840,
PSH720庆春,	2228,杭州市场,杭州市,1704,133,1675,7.81%,95.4%,821,49.01%,9,0.53%,19.1,9.2,9.9,31.0,873,1.95,116.1,5040,2.3%,0.0,0%,697.4,2.44,0.0066,0.0107,0.0072,11,18,12,1598,1705,
PBJ752灯市口店PHHS,	2177,北京市场,北京市,904,24,886,2.65%,93.54%,600,67.95%,1,0.11%,15.0,5.2,9.8,26.8,511,1.77,115.9,5040,2.3%,30.0,0.6%,427.9,2.11,0.0057,0.0227,0.0057,5,20,5,826,904,
GZH596宏伟PH,	423,广州市场,东莞市,309,17,309,5.5%,99.03%,214,69.26%,3,0.97%,16.9,3.6,13.3,25.7,204,1.51,75.4,5040,1.5%,0.0,0%,248.6,1.24,0.0000,0.0324,0.0000,0,10,0,306,309,
GZ1560西城都荟PH,	1636,广州市场,广州市,121,0,121,0%,92.5%,56,46.67%,1,0.83%,19.4,16.5,2.9,30.8,91,1.33,13.5,6293,0.21%,0.0,0%,154.5,0.78,0.0000,0.0167,0.0083,0,2,1,111,121,
PBJ279平谷华联店PH,	750,北京市场,北京市,425,36,418,8.47%,94.98%,238,56.94%,2,0.47%,16.8,6.0,10.8,29.1,278,1.53,67.1,5040,1.33%,0.0,0%,330.9,1.28,0.0000,0.0837,0.0072,0,35,3,397,425,
GZ1506花都广百PH,	389,广州市场,广州市,201,44,197,21.89%,87.69%,81,41.54%,3,1.49%,17.5,9.5,7.9,33.4,172,1.17,125.8,5040,2.5%,14.3,0.28%,174.1,1.15,0.0154,0.0462,0.0513,3,9,10,171,203,
PSH469镇海万科店PH,	1178,杭州市场,宁波市,700,57,697,8.14%,93.35%,308,44.51%,3,0.43%,20.8,9.5,11.4,31.2,416,1.68,148.3,5040,2.94%,24.5,0.49%,367.8,1.90,0.0217,0.0824,0.0477,15,57,33,646,698,
PBJ783丰北路PHHS,	2257,北京市场,北京市,1126,97,1119,8.61%,93%,561,50.36%,6,0.53%,14.2,6.2,8.0,30.4,602,1.87,242.2,5040,4.8%,16.0,0.32%,520.6,2.16,0.0009,0.0341,0.0054,1,38,6,1036,1128,
PBJ779良乡店PHHS,	2389,北京市场,北京市,1082,40,1081,3.7%,93.05%,633,59.44%,4,0.37%,14.8,4.9,9.9,28.7,573,1.89,210.5,5040,4.18%,0.0,0%,466.0,2.32,0.0000,0.0394,0.0122,0,42,13,991,1083,
PS1610杭州星桥,	2400,杭州市场,杭州市,501,193,496,38.52%,87.3%,159,32.06%,18,3.59%,22.7,15.2,7.8,36.3,343,1.46,364.2,5033,7.24%,61.9,1.23%,264.0,1.90,0.0060,0.0504,0.0121,3,25,6,433,501,
PBJ282南锣鼓巷店PH,	1774,北京市场,北京市,637,11,629,1.73%,96.17%,435,69.38%,4,0.63%,17.0,5.4,11.6,26.6,394,1.62,41.2,5040,0.82%,0.0,0%,340.5,1.87,0.0000,0.0096,0.0048,0,6,3,603,638,
GZH538小榄PH,	670,广州市场,中山市,217,10,216,4.61%,99.07%,141,65.28%,0,0%,16.3,6.4,9.9,27.4,176,1.23,42.6,4830,0.88%,15.5,0.32%,211.5,1.03,0.0000,0.0231,0.0000,0,5,0,214,214,
PSH448杭州良渚永旺店PH,	320,杭州市场,杭州市,288,25,288,8.68%,96.18%,177,61.46%,1,0.35%,18.2,6.3,11.9,27.7,210,1.37,10.8,5040,0.21%,0.0,0%,302.0,0.95,0.0000,0.0139,0.0313,0,4,9,277,288,
GZH521东方雅苑PH,	1401,深圳市场,深圳市,624,71,612,11.38%,98.85%,386,63.18%,4,0.64%,18.4,7.5,10.9,27.8,427,1.46,19.1,4830,0.39%,0.0,0%,382.4,1.63,0.1620,0.0966,0.0344,99,59,21,604,626,
PBJ021十里堡,	951,北京市场,北京市,528,33,525,6.25%,94.07%,296,56.6%,3,0.57%,18.2,7.5,10.7,29.4,340,1.55,159.5,3990,4%,0.0,0%,294.8,1.79,0.0038,0.0363,0.0115,2,19,6,492,528,
SBR001时代海岸餐厅,	2086,深圳市场,三亚市,185,8,185,4.32%,85.95%,72,38.92%,4,2.16%,24.2,10.4,13.8,33.8,154,1.20,112.1,4830,2.32%,40.0,0.83%,190.8,0.97,0.0649,0.5838,0.1459,12,108,27,159,188,
GZH750信义PHHS,	2355,深圳市场,深圳市,562,15,556,2.67%,99.64%,433,77.88%,0,0%,14.8,4.8,10.0,24.4,383,1.47,10.9,5040,0.22%,0.0,0%,308.6,1.82,0.0000,0.0036,0.0000,0,2,0,554,564,
PBJ245五彩城,	865,北京市场,北京市,367,34,360,9.26%,90.56%,138,38.33%,9,2.45%,23.8,12.9,10.9,34.6,215,1.71,376.1,5040,7.46%,24.1,0.48%,180.2,2.04,0.0167,0.0694,0.0167,6,25,6,326,369,
GZ2548清溪PH,	1981,广州市场,东莞市,151,33,150,21.85%,97.3%,69,46.62%,2,1.32%,20.7,12.4,8.4,31.0,119,1.27,331.4,5040,6.58%,21.1,0.42%,105.7,1.43,0.0405,0.1554,0.0338,6,23,5,144,151,
PBJ755信息路店PHHS,	2246,北京市场,北京市,1083,10,1074,0.92%,93.94%,647,60.3%,4,0.37%,14.8,5.1,9.7,29.3,611,1.77,115.0,5040,2.28%,0.0,0%,501.4,2.16,0.0084,0.0149,0.0121,9,16,13,1008,1084,
GZH508宜安PH,	1333,广州市场,广州市,193,16,192,8.29%,94.27%,90,46.88%,3,1.55%,20.4,10.0,10.4,30.5,133,1.45,57.0,4830,1.18%,0.0,0%,170.0,1.14,0.1667,0.1771,0.0833,32,34,16,181,193,
PBJ178旧宫物美,	1224,北京市场,北京市,730,45,726,6.16%,94.07%,395,54.48%,8,1.1%,18.0,6.4,11.6,29.9,452,1.62,60.8,5040,1.21%,10.0,0.2%,446.6,1.63,0.0000,0.0097,0.0028,0,7,2,682,729,
GZ2557福永PH,	252,深圳市场,深圳市,336,31,332,9.23%,95.78%,176,53.01%,3,0.89%,21.0,10.1,10.9,30.0,237,1.42,284.2,4830,5.88%,0.0,0%,192.0,1.75,0.0000,0.0361,0.0090,0,12,3,318,336,
PSH886虹桥天元,	2458,杭州市场,温州市,159,14,159,8.81%,98.74%,64,40.25%,0,0%,19.6,9.5,10.0,31.3,120,1.33,1.9,5033,0.04%,3.4,0.07%,174.3,0.91,0.0000,0.0000,0.0000,0,0,0,157,160,
GZ2537高明PH,	682,广州市场,佛山市,237,20,237,8.44%,94.09%,139,58.65%,0,0%,23.5,12.7,10.8,32.8,188,1.26,207.8,4830,4.3%,8.7,0.18%,217.2,1.09,0.0000,0.0338,0.0127,0,8,3,223,237,
PSH089宁波新国购,	1006,杭州市场,宁波市,525,55,519,10.48%,96.53%,294,56.65%,3,0.57%,19.0,9.5,9.5,28.9,332,1.58,123.4,4830,2.55%,0.0,0%,262.1,2.00,0.0019,0.0077,0.0039,1,4,2,501,525,
GZ1537番禺富丽PH,	647,广州市场,广州市,278,14,275,5.04%,99.64%,148,53.82%,0,0%,18.6,5.8,12.8,29.5,197,1.41,47.3,5040,0.94%,0.0,0%,275.3,1.01,0.0618,0.0836,0.0073,17,23,2,274,278,
GZH758梅林阁PHHS,	2470,深圳市场,深圳市,483,65,479,13.46%,95.4%,286,59.83%,1,0.21%,16.7,6.0,10.6,28.1,309,1.56,149.4,5040,2.96%,0.0,0%,299.8,1.61,0.1757,0.0628,0.0230,84,30,11,456,482,
PSH873华府银泰,	1075,杭州市场,嘉兴市,350,85,347,24.29%,98.56%,193,55.62%,1,0.29%,19.1,8.0,11.2,29.2,245,1.43,140.5,4830,2.91%,25.5,0.53%,204.4,1.71,0.0576,0.1844,0.0173,20,64,6,342,351,
GZ1516华汇广场PH,	1601,广州市场,广州市,248,14,247,5.65%,87.04%,117,47.37%,2,0.81%,21.7,11.8,9.9,32.2,189,1.31,369.3,5040,7.33%,143.1,2.84%,169.4,1.46,0.0121,0.0445,0.0243,3,11,6,215,246,
PBJ251工体北路店PH,	916,北京市场,北京市,213,13,208,6.1%,98.08%,131,62.98%,2,0.94%,17.9,6.8,11.1,28.9,161,1.32,6.2,5040,0.12%,0.0,0%,194.2,1.10,0.0048,0.0000,0.0048,1,0,1,204,215,
